충청북도,계,1495984,748622,747362,100.20
충청북도,0 - 4세,69258,35693,33565,106.30
충청북도,5 - 9세,75891,39447,36444,108.20
충청북도,10 - 14세,101753,53085,48668,109.10
충청북도,15 - 19세,110193,59054,51139,115.50
충청북도,20 - 24세,96955,53167,43788,121.40
충청북도,25 - 29세,99156,52374,46782,112.00
충청북도,30 - 34세,102444,52608,49836,105.60
충청북도,35 - 39세,116506,59095,57411,102.90
충청북도,40 - 44세,123479,62779,60700,103.40
충청북도,45 - 49세,123065,63404,59661,106.30
충청북도,50 - 54세,117176,59622,57554,103.60
충청북도,55 - 59세,87616,43670,43946,99.40
충청북도,60 - 64세,64533,31528,33005,95.50
충청북도,65 - 69세,62552,28168,34384,81.90
충청북도,70 - 74세,61304,26313,34991,75.20
충청북도,75 - 79세,44818,16754,28064,59.70
충청북도,80 - 84세,24413,7750,16663,46.50
충청북도,85세이상,14872,4111,10761,38.20
충청북도,15세미만,246902,128225,118677,108.00
충청북도,15 - 64세,1041123,537301,503822,106.60
충청북도,65세이상,207959,83096,124863,66.50
충청북도,평균연령,39.0,37.5,40.5,-
충청북도,연령중위수,39.0,37.5,40.5,-
충청남도,계,2000473,1007454,993019,101.50
충청남도,0 - 4세,97608,50210,47398,105.90
충청남도,5 - 9세,101178,52389,48789,107.40
충청남도,10 - 14세,129040,66920,62120,107.70
충청남도,15 - 19세,145024,75768,69256,109.40
충청남도,20 - 24세,130476,69426,61050,113.70
충청남도,25 - 29세,132577,73891,58686,125.90
충청남도,30 - 34세,141500,75275,66225,113.70
충청남도,35 - 39세,155044,80945,74099,109.20
충청남도,40 - 44세,153553,81092,72461,111.90
충청남도,45 - 49세,153480,80885,72595,111.40
충청남도,50 - 54세,143493,73372,70121,104.60
충청남도,55 - 59세,110994,55044,55950,98.40
충청남도,60 - 64세,96025,47139,48886,96.40
충청남도,65 - 69세,87876,39386,48490,81.20
충청남도,70 - 74세,90300,38326,51974,73.70
충청남도,75 - 79세,71286,28147,43139,65.20
충청남도,80 - 84세,37794,12791,25003,51.20
충청남도,85세이상,23225,6448,16777,38.40
충청남도,15세미만,327826,169519,158307,107.10
충청남도,15 - 64세,1362166,712837,649329,109.80
충청남도,65세이상,310481,125098,185383,67.50
충청남도,평균연령,39.5,38.0,41.1,-
충청남도,연령중위수,39.0,37.6,40.6,-
전라북도,계,1766044,867630,898414,96.60
전라북도,0 - 4세,77197,39946,37251,107.20
전라북도,5 - 9세,89553,46303,43250,107.10
전라북도,10 - 14세,121992,63081,58911,107.10
전라북도,15 - 19세,130831,69635,61196,113.80
전라북도,20 - 24세,104713,58354,46359,125.90
전라북도,25 - 29세,102874,53760,49114,109.50
전라북도,30 - 34세,109492,55153,54339,101.50
전라북도,35 - 39세,131138,65972,65166,101.20
전라북도,40 - 44세,135282,68929,66353,103.90
전라북도,45 - 49세,136916,69078,67838,101.80
전라북도,50 - 54세,133760,66229,67531,98.10
전라북도,55 - 59세,104671,51208,53463,95.80
전라북도,60 - 64세,98041,47024,51017,92.20
전라북도,65 - 69세,84196,37276,46920,79.40
전라북도,70 - 74세,82727,34173,48554,70.40
전라북도,75 - 79세,64990,24272,40718,59.60
전라북도,80 - 84세,36338,11746,24592,47.80
전라북도,85세이상,21333,5491,15842,34.70
전라북도,15세미만,288742,149330,139412,107.10
전라북도,15 - 64세,1187718,605342,582376,103.90
전라북도,65세이상,289584,112958,176626,64.00
전라북도,평균연령,40.4,38.5,42.2,-
전라북도,연령중위수,40.5,38.7,42.4,-
전라남도,계,1728749,845952,882797,95.80
전라남도,0 - 4세,73548,37787,35761,105.70
전라남도,5 - 9세,84525,43872,40653,107.90
전라남도,10 - 14세,118040,61164,56876,107.50
전라남도,15 - 19세,115014,61450,53564,114.70
전라남도,20 - 24세,74938,43959,30979,141.90
전라남도,25 - 29세,85461,45280,40181,112.70
